Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	S1(MeanNum)	S2(MeanNum)	S3(MeanNum)	VarS1	VarS2	VarS3	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
178.233078	523	62784	62262	5	368.116638	0.000000	297.166077	0.000000	31.615679	29.462715	0.177820	0.000000	6460.019043	82.463066	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	515	515	1	4	2	45295	2	91745	523	0	0	0	0	0	0	0	0	0	0
179.234756	523	63308	62786	5	369.007660	0.000000	303.051483	0.000000	32.024857	29.512428	0.139579	0.000000	6250.675781	66.810448	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	509	509	1	4	2	45697	2	92520	523	0	0	0	0	0	0	0	0	0	0
180.235275	525	63843	63319	5	370.718109	0.000000	319.551025	0.000000	32.055237	29.287619	0.173333	0.000000	6441.572754	87.226723	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	511	511	1	4	2	46073	2	93311	525	0	0	0	0	0	0	0	0	0	0
181.236664	530	64341	63812	5	374.186798	0.000000	335.971008	0.000000	32.275471	29.498114	0.167925	0.000000	7258.492188	82.054588	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	515	515	1	4	2	46402	2	94004	530	0	0	0	0	0	0	0	0	0	0
182.236679	535	64866	64332	5	376.259827	0.000000	349.500732	0.000000	32.312149	29.622431	0.175701	0.000000	8771.732422	89.483971	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	520	520	1	4	2	46790	2	94775	535	0	0	0	0	0	0	0	0	0	0
183.237030	559	65383	64825	6	380.010742	0.000000	334.712494	0.000000	33.067978	30.153847	0.189624	0.000000	11520.768555	95.899750	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	544	544	1	5	3	47176	2	95524	559	0	0	0	0	0	0	0	0	0	0
184.237686	575	65889	65315	6	382.027832	0.000000	317.873871	0.000000	33.412174	30.806957	0.186087	0.000000	12345.580078	91.088913	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	558	558	1	5	2	47541	2	96260	575	0	0	0	0	0	0	0	0	0	0
185.237854	577	66457	65881	6	385.473145	0.000000	325.628906	0.000000	34.043327	31.190641	0.183709	0.000000	11919.021484	86.527008	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	563	563	1	5	2	47948	2	97083	577	0	0	0	0	0	0	0	0	0	0
186.238693	578	67036	66459	6	388.448090	0.000000	319.430634	0.000000	34.337372	31.498270	0.209343	0.000000	11370.498047	95.669144	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	566	566	1	5	2	48347	2	97910	578	0	0	0	0	0	0	0	0	0	0
187.238739	583	67607	67025	6	391.097778	0.000000	348.760620	0.000000	34.583191	31.595198	0.154374	0.000000	12756.493164	76.106377	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	567	567	1	5	2	48750	2	98728	583	0	0	0	0	0	0	0	0	0	0
188.239273	575	68205	67631	6	393.989563	0.000000	347.112793	0.000000	35.012173	32.170433	0.166957	0.000000	12041.317383	79.972404	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	562	562	1	5	2	49177	2	99607	575	0	0	0	0	0	0	0	0	0	0
189.240585	582	68757	68176	6	397.209625	0.000000	342.389191	0.000000	35.434708	32.486256	0.171821	0.000000	12603.402344	84.818031	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	570	570	1	5	2	49587	2	100432	582	0	0	0	0	0	0	0	0	0	0
190.241043	593	69325	68733	6	400.367615	0.000000	308.299988	0.000000	35.937607	32.853287	0.185497	0.000000	14472.257812	99.594971	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	575	575	1	5	2	50003	2	101259	593	0	0	0	0	0	0	0	0	0	0
191.241058	591	69961	69371	6	402.656525	0.000000	341.829620	0.000000	36.620983	33.135365	0.160745	0.000000	13485.167969	95.729439	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	581	581	1	5	2	50448	2	102186	591	0	0	0	0	0	0	0	0	0	0
192.241806	612	70573	69962	6	403.883972	0.000000	356.239777	0.000000	36.493465	33.570263	0.140523	0.000000	16267.991211	87.914452	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	597	597	1	5	2	50915	2	103107	612	0	0	0	0	0	0	0	0	0	0
193.242447	631	71176	70546	6	403.778137	0.000000	346.448730	0.000000	36.348652	34.036449	0.131537	0.000000	18718.167969	88.082787	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	610	610	1	5	2	51334	2	103971	631	0	0	0	0	0	0	0	0	0	0
194.242599	649	71778	71130	6	405.637909	0.000000	332.733032	0.000000	36.836670	34.494606	0.126348	0.000000	20514.220703	89.638878	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	632	632	1	5	2	51778	2	104845	649	0	0	0	0	0	0	0	0	0	0
195.243591	637	72436	71800	6	407.624817	0.000000	343.066559	0.000000	36.832024	34.285713	0.127159	0.000000	20582.005859	90.699844	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	626	626	1	5	2	52226	2	105783	637	0	0	0	0	0	0	0	0	0	0
196.244949	626	73081	72456	6	409.418518	0.000000	407.342316	0.000000	37.091053	34.408947	0.103834	0.000000	19965.308594	60.250546	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	618	618	1	5	2	52722	2	106752	626	0	0	0	0	0	0	0	0	0	0
197.245224	624	73650	73027	6	410.778839	0.000000	457.335785	0.000000	37.733974	34.483974	0.073718	0.000000	18279.849609	42.609295	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	614	614	1	5	2	53107	2	107578	624	0	0	0	0	0	0	0	0	0	0
198.245407	638	74292	73655	6	413.736664	0.000000	523.582642	0.000000	38.141068	34.463951	0.067398	0.000000	18464.669922	40.102131	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	619	619	1	5	2	53575	2	108518	638	0	0	0	0	0	0	0	0	0	0
199.245468	652	74966	74315	6	417.309814	0.000000	486.698242	0.000000	38.366566	35.012268	0.078221	0.000000	20185.896484	47.010853	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	635	635	1	5	2	54072	2	109502	652	0	0	0	0	0	0	0	0	0	0
200.000031	682	75481	74800	6	418.217010	0.000000	477.196198	0.000000	38.989735	35.448681	0.086510	0.000000	20374.710938	53.896130	1.000000e+00	8.838835e-05	0.000000e+00	0.000000e+00	656	656	1	5	2	54438	2	110232	682	0	0	0	0	0	0	0	0	0	0
