Population	Parent	Identity	DriverIdentity	DriverMutations	MigrationMutations	Immortal	PassengerMutations	S1Mutations	S2Mutations	S3Mutations	BirthRate	MigrationRate	OriginTime	Descendants
0	19563	20108	840	12	0	1	426	167	156	115	3.728797	0.000088	19.350990	4
0	19655	19680	633	9	0	1	468	183	174	120	3.761056	0.000088	19.243055	10
0	21045	21889	987	8	0	1	435	160	162	121	4.690740	0.000088	19.761997	4
0	21397	21485	879	10	0	1	479	193	178	118	3.687848	0.000088	19.672588	1
0	19439	19687	633	9	0	1	456	180	169	116	3.761056	0.000088	19.246113	2
0	21201	21824	628	7	0	1	404	148	147	116	4.674664	0.000088	19.751957	3
0	19956	20580	692	10	0	1	484	188	175	131	3.501280	0.000088	19.472750	3
0	19414	19696	731	12	0	1	502	203	175	136	5.147478	0.000088	19.247702	21
1	21362	21410	809	8	0	0	445	165	171	117	5.092616	0.000088	19.660378	1
0	19601	19704	858	9	0	1	445	177	160	117	5.425762	0.000088	19.251287	3
0	20336	20474	883	13	0	1	539	220	185	147	5.272857	0.000088	19.450937	1
0	19468	19961	628	7	0	1	414	161	154	106	4.674664	0.000088	19.316156	2
0	20510	20780	628	7	0	1	468	188	173	114	4.674664	0.000088	19.517412	4
0	19308	19716	628	7	0	1	418	155	156	114	4.674664	0.000088	19.253519	2
0	19623	19718	775	7	0	1	403	155	157	98	3.180935	0.000088	19.253687	6
0	21651	21863	692	10	0	1	497	194	180	133	3.501280	0.000088	19.757126	3
0	19696	19724	731	12	0	1	508	205	177	138	5.147478	0.000088	19.254568	13
0	19538	19726	754	9	0	1	424	170	145	118	3.716587	0.000088	19.255501	2
0	22266	22297	926	9	0	1	442	164	163	124	4.894081	0.000088	19.852070	3
0	19338	20009	628	7	0	1	441	170	157	121	4.674664	0.000088	19.325968	15
0	19570	19742	830	8	0	1	457	163	167	135	5.212936	0.000088	19.259001	31
0	20220	21221	656	9	0	1	463	185	165	122	3.371029	0.000088	19.616613	2
0	20233	20764	628	7	0	1	429	161	159	116	4.674664	0.000088	19.514801	2
0	20466	20850	628	7	0	1	446	170	159	124	4.674664	0.000088	19.535540	2
0	19367	19756	628	7	0	1	415	156	155	111	4.674664	0.000088	19.261154	2
0	19288	20700	922	11	0	1	441	161	164	127	5.581295	0.000088	19.500458	4
0	22118	22231	799	10	0	1	473	166	183	134	5.409605	0.000088	19.836903	2
0	19850	19927	805	10	0	1	443	181	158	114	3.520433	0.000088	19.307066	1
0	20957	22213	790	10	0	1	449	189	162	108	3.919246	0.000088	19.834005	3
0	19680	19821	633	9	0	1	474	185	177	121	3.761056	0.000088	19.279411	5
1	21801	22247	951	8	0	0	423	153	155	123	5.060031	0.000088	19.840607	1
0	20379	21047	805	10	0	1	454	183	162	119	3.520433	0.000088	19.577284	5
0	20596	20993	628	7	0	1	438	162	162	121	4.674664	0.000088	19.567749	1
0	20644	20772	926	9	0	1	423	159	153	120	4.894081	0.000088	19.516027	6
0	19396	20860	799	10	0	1	457	164	173	130	5.409605	0.000088	19.537115	1
0	19742	19804	830	8	0	1	458	164	167	135	5.212936	0.000088	19.272135	6
0	18983	19806	628	7	0	1	430	166	153	118	4.674664	0.000088	19.273233	3
0	19996	20220	656	9	0	1	453	179	162	121	3.371029	0.000088	19.383118	2
0	19718	20472	775	7	0	1	406	156	159	98	3.180935	0.000088	19.450928	6
0	19932	19987	799	10	0	1	447	158	171	128	5.409605	0.000088	19.322302	7
0	19263	19816	628	7	0	1	432	163	159	117	4.674664	0.000088	19.278011	1
0	17685	19818	628	7	0	1	413	168	150	102	4.674664	0.000088	19.278404	11
0	22010	22219	1003	9	0	1	473	185	168	129	4.791511	0.000088	19.835114	1
0	19680	19822	633	9	0	1	469	184	174	120	3.761056	0.000088	19.279411	5
1	22284	22418	628	7	0	0	458	168	168	129	4.674664	0.000088	19.879744	1
0	19450	19834	628	7	0	1	424	156	157	118	4.674664	0.000088	19.281506	3
0	19234	19840	813	9	0	1	475	191	169	124	3.781383	0.000088	19.282299	1
0	19771	19848	731	12	0	1	513	207	178	140	5.147478	0.000088	19.283455	1
0	19220	19850	805	10	0	1	435	178	155	112	3.520433	0.000088	19.283813	1
0	20943	21620	830	8	0	1	478	167	178	141	5.212936	0.000088	19.706079	8
0	20307	20310	813	9	0	1	481	193	171	126	3.781383	0.000088	19.404739	1
0	21100	21382	628	7	0	1	449	168	163	125	4.674664	0.000088	19.654213	1
0	20346	20720	381	6	0	1	379	145	152	88	2.780775	0.000088	19.504021	1
0	19329	19864	789	8	0	1	405	152	152	109	5.121121	0.000088	19.286436	6
0	19834	19872	628	7	0	1	429	159	159	118	4.674664	0.000088	19.288780	3
0	20124	21251	956	8	0	1	427	158	158	119	4.792529	0.000088	19.625072	9
0	19480	19878	860	9	0	1	423	153	161	118	5.601796	0.000088	19.291010	2
0	18473	19882	643	8	0	1	414	166	162	94	3.046848	0.000088	19.292318	2
0	19797	19886	628	7	0	1	421	156	153	119	4.674664	0.000088	19.296757	3
0	19000	19888	813	9	0	1	481	193	172	125	3.781383	0.000088	19.298613	1
0	18590	20268	818	5	0	1	300	108	119	78	2.980727	0.000088	19.393864	2
0	20139	20266	628	7	0	1	443	171	160	119	4.674664	0.000088	19.393856	4
1	22328	22521	628	7	0	0	455	174	164	124	4.674664	0.000088	19.901072	1
0	19502	19910	628	7	0	1	411	156	148	114	4.674664	0.000088	19.303104	11
0	19425	19912	628	7	0	1	418	165	149	111	4.674664	0.000088	19.303310	3
0	19818	19918	628	7	0	1	417	170	150	104	4.674664	0.000088	19.303869	7
0	19443	19920	628	7	0	1	408	160	151	104	4.674664	0.000088	19.304653	4
0	20229	20366	628	7	0	1	444	177	161	113	4.674664	0.000088	19.421696	2
0	19835	19932	799	10	0	1	440	156	166	128	5.409605	0.000088	19.307398	7
0	21686	21778	799	10	0	1	466	171	177	128	5.409605	0.000088	19.740669	1
0	19065	19936	381	6	0	1	366	141	146	85	2.780775	0.000088	19.309538	2
0	20123	20510	628	7	0	1	460	185	170	112	4.674664	0.000088	19.457003	4
1	22536	22670	564	9	0	0	444	176	169	108	3.508739	0.000088	19.929474	1
0	19122	19944	358	8	0	1	406	159	145	110	3.365728	0.000088	19.312550	5
0	18919	19946	628	7	0	1	399	157	144	105	4.674664	0.000088	19.312965	1
1	21314	22607	358	8	0	0	455	179	162	122	3.365728	0.000088	19.917511	1
0	19735	19956	692	10	0	1	478	187	171	130	3.501280	0.000088	19.315115	7
0	22017	22263	358	8	0	1	444	174	155	123	3.365728	0.000088	19.845182	2
0	19864	19968	789	8	0	1	409	154	153	110	5.121121	0.000088	19.317553	6
0	18301	20254	564	9	0	1	418	166	162	99	3.508739	0.000088	19.390368	5
1	21116	21556	628	7	0	0	461	187	160	121	4.674664	0.000088	19.692368	1
0	19901	19974	628	7	0	1	423	160	153	117	4.674664	0.000088	19.318609	4
0	19961	20238	628	7	0	1	420	164	156	107	4.674664	0.000088	19.386488	2
0	19731	20436	790	10	0	1	430	179	155	106	3.919246	0.000088	19.440596	1
1	22192	22420	1013	8	0	0	462	181	165	124	5.032601	0.000088	19.879910	1
0	19847	19984	883	13	0	1	516	210	180	139	5.272857	0.000088	19.321665	7
0	19804	20506	830	8	0	1	460	165	167	136	5.212936	0.000088	19.456043	6
0	19615	19992	725	9	0	1	428	157	156	124	5.123222	0.000088	19.322426	3
0	19853	19996	656	9	0	1	447	176	161	119	3.371029	0.000088	19.322634	2
0	19576	20000	692	10	0	1	464	184	162	128	3.501280	0.000088	19.323751	3
0	20933	21243	902	9	0	1	473	198	170	114	5.289668	0.000088	19.622717	7
0	19389	20006	628	7	0	1	443	179	163	108	4.674664	0.000088	19.325016	4
0	20184	21021	628	7	0	1	445	181	154	117	4.674664	0.000088	19.573929	2
0	19813	20012	789	8	0	1	410	157	152	109	5.121121	0.000088	19.326466	3
0	20875	21165	628	7	0	1	465	177	172	123	4.674664	0.000088	19.606457	5
0	19910	20019	628	7	0	1	413	156	150	114	4.674664	0.000088	19.327179	11
0	20009	20021	628	7	0	1	442	170	157	122	4.674664	0.000088	19.327589	15
0	20865	21127	633	9	0	1	481	188	181	121	3.761056	0.000088	19.596939	2
0	21407	21450	628	7	0	1	436	158	163	122	4.674664	0.000088	19.667727	1
0	19647	20037	358	8	0	1	436	172	158	114	3.365728	0.000088	19.331469	2
0	21614	22793	840	12	0	1	453	176	165	124	3.728797	0.000088	19.961645	2
0	21430	21570	964	9	0	1	421	157	154	119	4.801252	0.000088	19.695704	2
0	20538	22030	358	8	0	1	454	179	154	129	3.365728	0.000088	19.791981	1
0	19801	20222	725	9	0	1	413	154	149	119	5.123222	0.000088	19.383196	10
0	19588	20055	825	10	0	1	507	196	184	137	3.849407	0.000088	19.335531	9
0	19648	20061	872	8	0	1	439	181	161	105	5.032821	0.000088	19.337366	8
0	22012	22040	930	13	0	1	544	222	189	146	5.234832	0.000088	19.793127	1
0	19066	20065	713	8	0	1	408	150	149	117	5.445080	0.000088	19.338207	2
0	20506	21073	830	8	0	1	462	166	167	137	5.212936	0.000088	19.582092	3
0	20040	21019	789	8	0	1	419	162	156	109	5.121121	0.000088	19.573801	3
0	19815	20404	628	7	0	1	436	165	157	121	4.674664	0.000088	19.432240	6
1	21489	21804	633	9	0	0	486	190	180	125	3.761056	0.000088	19.745743	1
0	19534	20087	805	10	0	1	446	182	158	116	3.520433	0.000088	19.345356	6
0	21698	22176	628	7	0	1	443	173	158	119	4.674664	0.000088	19.826843	2
0	20261	20332	872	8	0	1	446	183	164	107	5.032821	0.000088	19.410742	1
0	20030	20174	628	7	0	1	433	165	157	118	4.674664	0.000088	19.368189	1
1	20778	21708	799	10	0	0	464	163	178	133	5.409605	0.000088	19.724895	1
0	19239	20498	358	8	0	1	442	177	151	122	3.365728	0.000088	19.453730	2
0	19927	20642	805	10	0	1	447	181	160	116	3.520433	0.000088	19.484579	1
0	18226	20121	358	8	0	1	406	162	138	114	3.365728	0.000088	19.355104	6
0	20006	20123	628	7	0	1	450	181	166	110	4.674664	0.000088	19.355379	4
1	21769	22678	628	7	0	0	498	202	180	123	4.674664	0.000088	19.930456	1
1	21136	21365	945	8	0	0	446	169	163	122	4.688099	0.000088	19.650183	1
0	19604	20718	628	7	0	1	443	182	154	114	4.674664	0.000088	19.502510	5
0	19848	20133	731	12	0	1	514	208	178	140	5.147478	0.000088	19.358238	1
0	19979	20192	358	8	0	1	452	182	152	126	3.365728	0.000088	19.371874	1
0	19528	20139	628	7	0	1	439	170	158	118	4.674664	0.000088	19.358793	15
1	21761	21927	805	10	0	0	476	192	167	127	3.520433	0.000088	19.769899	1
0	19603	20145	713	8	0	1	415	155	156	112	5.445080	0.000088	19.360886	5
0	20518	20548	840	12	0	1	440	173	159	120	3.728797	0.000088	19.464928	4
0	21233	21363	789	8	0	1	423	162	152	117	5.121121	0.000088	19.649694	2
0	19803	20151	830	8	0	1	466	163	173	138	5.212936	0.000088	19.361656	25
0	19756	20153	628	7	0	1	419	158	155	113	4.674664	0.000088	19.361897	2
0	21081	21483	628	7	0	1	419	164	151	111	4.674664	0.000088	19.671871	1
0	20391	20406	628	7	0	1	455	175	163	124	4.674664	0.000088	19.433361	6
0	19283	20159	809	8	0	1	414	152	159	111	5.092616	0.000088	19.365128	3
0	18992	20636	633	9	0	1	449	178	164	116	3.761056	0.000088	19.483898	3
0	21286	21879	725	9	0	1	432	165	153	123	5.123222	0.000088	19.759781	2
0	18622	20169	527	8	0	1	336	139	127	78	2.433946	0.000088	19.367411	1
0	20818	20941	754	9	0	1	445	182	152	120	3.716587	0.000088	19.557163	2
0	20656	20778	799	10	0	1	458	160	177	131	5.409605	0.000088	19.516846	3
0	20030	20175	628	7	0	1	437	169	157	118	4.674664	0.000088	19.368189	3
0	20068	20177	883	13	0	1	526	214	182	143	5.272857	0.000088	19.368340	1
0	20461	20758	858	9	0	1	456	181	164	120	5.425762	0.000088	19.514313	3
0	19693	20184	628	7	0	1	441	179	154	115	4.674664	0.000088	19.369852	2
0	19693	20185	628	7	0	1	445	181	154	117	4.674664	0.000088	19.369852	4
0	20944	21187	830	8	0	1	476	166	176	142	5.212936	0.000088	19.610397	3
0	19716	20724	628	7	0	1	424	157	159	115	4.674664	0.000088	19.505844	2
0	22087	22116	805	10	0	1	507	196	180	141	3.520433	0.000088	19.812609	2
0	20552	20660	919	12	0	1	474	186	169	131	3.875494	0.000088	19.490433	3
0	19543	20201	628	7	0	1	443	173	157	120	4.674664	0.000088	19.378563	2
1	22151	22915	1035	14	0	0	550	224	191	149	5.336004	0.000088	19.986992	1
0	19886	20207	628	7	0	1	427	157	158	119	4.674664	0.000088	19.379169	3
0	19806	20400	628	7	0	1	439	168	156	122	4.674664	0.000088	19.430141	3
1	22305	22999	1009	10	0	0	447	170	157	130	5.274324	0.000088	19.998907	1
0	20625	20738	855	9	0	1	449	182	159	117	5.668297	0.000088	19.509974	1
0	20021	20742	628	7	0	1	444	172	157	122	4.674664	0.000088	19.512350	15
0	19767	20432	809	8	0	1	435	159	168	116	5.092616	0.000088	19.438908	2
1	22112	22587	633	9	0	0	466	185	171	119	3.761056	0.000088	19.914650	1
0	19944	20227	358	8	0	1	408	160	145	111	3.365728	0.000088	19.383829	5
0	18903	20229	628	7	0	1	440	176	161	110	4.674664	0.000088	19.384098	2
0	20153	20233	628	7	0	1	424	160	157	114	4.674664	0.000088	19.384830	2
0	19888	20584	813	9	0	1	489	194	175	129	3.781383	0.000088	19.473240	1
0	21068	21297	754	9	0	1	441	175	154	121	3.716587	0.000088	19.633938	3
0	20145	20243	713	8	0	1	420	157	157	114	5.445080	0.000088	19.386986	5
0	21079	21229	628	7	0	1	478	178	181	126	4.674664	0.000088	19.617523	1
0	20590	20937	789	8	0	1	436	161	165	118	5.121121	0.000088	19.556799	1
0	18964	20249	628	7	0	1	415	162	149	111	4.674664	0.000088	19.388996	1
0	21944	22072	628	7	0	1	453	177	163	120	4.674664	0.000088	19.799202	2
0	20154	20253	789	8	0	1	422	162	156	112	5.121121	0.000088	19.389898	1
0	18301	20255	564	9	0	1	421	169	161	100	3.508739	0.000088	19.390368	2
0	19827	20945	633	9	0	1	481	186	178	126	3.761056	0.000088	19.558947	5
0	20325	20452	633	9	0	1	478	187	178	122	3.761056	0.000088	19.446161	1
0	20061	20261	872	8	0	1	443	183	162	106	5.032821	0.000088	19.392197	8
0	20139	20267	628	7	0	1	446	173	158	122	4.674664	0.000088	19.393856	11
0	19553	20300	801	8	0	1	367	160	125	90	2.839136	0.000088	19.402714	2
0	20968	21506	358	8	0	1	457	181	158	126	3.365728	0.000088	19.680141	2
0	21047	21213	805	10	0	1	459	186	163	120	3.520433	0.000088	19.615259	1
0	18592	20277	628	7	0	1	422	167	152	110	4.674664	0.000088	19.394922	1
0	20447	20610	915	9	0	1	437	157	167	122	5.134372	0.000088	19.480642	5
0	18233	20281	569	9	0	1	412	159	153	109	3.380651	0.000088	19.396521	3
0	19726	20285	754	9	0	1	430	172	148	119	3.716587	0.000088	19.397654	2
0	19695	20287	731	12	0	1	505	204	176	137	5.147478	0.000088	19.397997	2
0	19957	20289	687	8	0	1	414	151	154	117	4.997663	0.000088	19.398350	5
0	20289	20291	687	8	0	1	420	152	158	118	4.997663	0.000088	19.399145	5
0	21258	21281	628	7	0	1	455	174	161	127	4.674664	0.000088	19.630255	3
0	19724	20476	731	12	0	1	513	205	179	141	5.147478	0.000088	19.451010	13
0	20192	20299	358	8	0	1	457	184	153	128	3.365728	0.000088	19.401066	1
0	21763	21976	628	7	0	1	451	169	167	122	4.674664	0.000088	19.780460	1
0	20176	20336	883	13	0	1	533	217	182	147	5.272857	0.000088	19.413057	5
0	19912	20458	628	7	0	1	423	167	150	113	4.674664	0.000088	19.447495	3
0	19840	20307	813	9	0	1	478	192	170	125	3.781383	0.000088	19.403643	1
0	20255	21183	950	11	0	1	424	170	163	102	3.936629	0.000088	19.610252	2
0	20037	20309	358	8	0	1	440	174	159	115	3.365728	0.000088	19.403654	2
0	19297	20313	628	7	0	1	422	168	153	108	4.674664	0.000088	19.404875	2
0	20853	21376	809	8	0	1	436	162	164	118	5.092616	0.000088	19.652626	3
0	19679	20325	633	9	0	1	473	184	176	122	3.761056	0.000088	19.408733	9
0	20512	20698	789	8	0	1	413	160	150	111	5.121121	0.000088	19.500238	2
0	20261	20333	902	9	0	1	451	188	165	107	5.289668	0.000088	19.410742	7
0	19783	20335	770	8	0	1	400	149	146	113	4.698270	0.000088	19.412930	5
0	20176	20337	883	13	0	1	530	216	181	146	5.272857	0.000088	19.413057	1
0	20207	21406	628	7	0	1	431	158	160	120	4.674664	0.000088	19.656687	2
0	19833	20341	628	7	0	1	429	159	158	119	4.674664	0.000088	19.414326	1
1	20857	20872	901	10	0	0	476	187	177	122	3.807865	0.000088	19.539078	1
0	20133	20345	731	12	0	1	523	211	182	142	5.147478	0.000088	19.415400	1
1	19936	20347	381	6	0	0	371	143	149	85	2.780775	0.000088	19.416008	1
0	19181	20349	358	8	0	1	411	162	143	114	3.365728	0.000088	19.416050	3
0	20174	20351	628	7	0	1	440	166	160	121	4.674664	0.000088	19.418104	1
0	18904	20353	628	7	0	1	436	174	160	109	4.674664	0.000088	19.419258	1
0	22255	22287	861	10	0	1	455	165	175	125	5.671650	0.000088	19.849062	1
1	22245	22795	805	10	0	0	511	200	182	139	3.520433	0.000088	19.961872	1
0	20584	20592	813	9	0	1	495	194	180	130	3.781383	0.000088	19.477024	1
0	20252	20590	789	8	0	1	430	158	163	117	5.121121	0.000088	19.475382	1
0	20648	20730	628	7	0	1	458	173	171	121	4.674664	0.000088	19.507174	1
0	20337	20369	883	13	0	1	536	219	182	148	5.272857	0.000088	19.422930	1
0	20437	20829	790	10	0	1	439	182	160	107	3.919246	0.000088	19.528393	4
0	17439	20377	381	6	0	1	366	140	150	82	2.780775	0.000088	19.425581	2
0	20086	20379	805	10	0	1	453	182	162	119	3.520433	0.000088	19.427067	15
0	19992	20381	725	9	0	1	431	158	158	124	5.123222	0.000088	19.427332	3
1	22641	22923	930	13	0	0	556	228	190	151	5.234832	0.000088	19.987839	1
1	21970	22747	989	10	0	0	461	168	177	126	5.903074	0.000088	19.949936	1
0	20468	20644	916	8	0	1	417	157	150	118	4.701440	0.000088	19.484875	10
0	20267	20391	628	7	0	1	452	175	161	123	4.674664	0.000088	19.428648	7
1	22009	22032	830	8	0	0	486	169	180	145	5.212936	0.000088	19.792034	1
1	21707	22627	948	10	0	0	476	190	175	121	3.788911	0.000088	19.921978	1
0	20310	20397	813	9	0	1	487	198	171	127	3.781383	0.000088	19.429462	1
0	22452	22515	713	8	0	1	444	165	169	118	5.445080	0.000088	19.899223	2
0	20335	20635	770	8	0	1	405	152	147	114	4.698270	0.000088	19.483877	5
0	20108	20518	840	12	0	1	436	171	157	120	3.728797	0.000088	19.459801	4
0	20391	20407	628	7	0	1	455	175	164	123	4.674664	0.000088	19.433361	1
0	20617	20710	628	7	0	1	431	170	154	114	4.674664	0.000088	19.501381	3
0	21431	21672	852	10	0	1	431	169	155	117	3.514890	0.000088	19.718166	2
0	19872	20596	628	7	0	1	433	159	161	120	4.674664	0.000088	19.478378	1
0	20227	20421	358	8	0	1	412	163	145	112	3.365728	0.000088	19.436199	5
0	20649	20839	628	7	0	1	456	173	168	122	4.674664	0.000088	19.531958	6
0	21023	21051	799	10	0	1	453	167	172	124	5.409605	0.000088	19.577993	2
0	19807	20429	849	9	0	1	410	163	145	111	3.747409	0.000088	19.438766	4
0	19987	20656	799	10	0	1	451	160	172	129	5.409605	0.000088	19.489412	3
0	19731	20437	790	10	0	1	432	179	157	106	3.919246	0.000088	19.440596	4
0	19255	20439	790	10	0	1	421	176	152	103	3.919246	0.000088	19.441446	2
1	22260	22613	946	8	0	0	450	168	160	130	4.738440	0.000088	19.918711	1
1	22129	22981	633	9	0	0	493	189	187	126	3.761056	0.000088	19.994921	1
0	20291	20447	687	8	0	1	428	154	162	120	4.997663	0.000088	19.444950	5
1	22483	22710	628	7	0	0	461	181	165	122	4.674664	0.000088	19.941006	1
0	20325	20453	633	9	0	1	476	184	179	122	3.761056	0.000088	19.446161	8
0	19704	20461	858	9	0	1	451	178	163	119	5.425762	0.000088	19.448477	3
0	21308	22058	789	8	0	1	449	164	172	121	5.121121	0.000088	19.796022	1
0	20404	20467	628	7	0	1	439	168	157	121	4.674664	0.000088	19.449862	2
0	21406	22142	628	7	0	1	435	160	162	120	4.674664	0.000088	19.819279	1
0	20474	21171	883	13	0	1	547	220	188	152	5.272857	0.000088	19.607929	1
0	20336	20475	883	13	0	1	540	220	184	149	5.272857	0.000088	19.450937	4
0	20000	20552	692	10	0	1	471	185	166	130	3.501280	0.000088	19.465088	3
0	20390	20481	628	7	0	1	458	179	162	124	4.674664	0.000088	19.451723	4
0	21354	21418	933	9	0	1	412	160	148	113	3.532435	0.000088	19.662010	1
1	21228	21370	628	7	0	0	443	165	161	124	4.674664	0.000088	19.651398	1
0	20475	20496	883	13	0	1	544	223	185	149	5.272857	0.000088	19.453453	2
0	20475	20497	883	13	0	1	542	221	184	150	5.272857	0.000088	19.453453	2
0	19711	20501	628	7	0	1	422	157	152	120	4.674664	0.000088	19.453894	6
0	21376	21467	809	8	0	1	440	164	164	120	5.092616	0.000088	19.669542	1
0	20151	20943	830	8	0	1	474	166	177	139	5.212936	0.000088	19.558088	15
1	20922	21966	725	9	0	0	440	157	163	129	5.123222	0.000088	19.779268	1
0	22408	22623	725	9	0	1	462	174	167	130	5.123222	0.000088	19.919546	2
0	21669	21746	916	8	0	1	432	163	155	122	4.701440	0.000088	19.736235	3
0	20481	20515	628	7	0	1	465	181	166	125	4.674664	0.000088	19.459545	4
0	21512	21986	822	8	0	1	432	164	162	114	4.776417	0.000088	19.782516	1
0	20456	20521	713	8	0	1	414	154	149	119	5.445080	0.000088	19.459940	2
1	21851	22684	633	9	0	0	493	193	185	124	3.761056	0.000088	19.933153	1
1	22243	22437	725	9	0	0	450	164	167	128	5.123222	0.000088	19.884363	1
0	20087	20531	805	10	0	1	452	185	159	118	3.520433	0.000088	19.461134	6
0	20419	20630	628	7	0	1	442	168	163	118	4.674664	0.000088	19.483540	8
0	20175	21421	628	7	0	1	443	170	159	121	4.674664	0.000088	19.662241	3
0	20341	20545	628	7	0	1	432	162	158	119	4.674664	0.000088	19.464201	1
0	19618	21065	630	10	0	1	430	168	159	113	3.522344	0.000088	19.580765	1
0	20501	21001	628	7	0	1	424	158	153	120	4.674664	0.000088	19.569542	6
0	20332	20551	872	8	0	1	451	184	166	109	5.032821	0.000088	19.464998	1
0	21122	21460	790	10	0	1	435	183	155	107	3.919246	0.000088	19.669294	2
0	20887	20923	855	9	0	1	460	182	169	118	5.668297	0.000088	19.553066	3
0	21191	21756	919	12	0	1	484	189	173	134	3.875494	0.000088	19.737591	3
1	22706	22741	628	7	0	0	436	167	158	118	4.674664	0.000088	19.947535	1
1	22745	22917	1029	10	0	0	424	163	160	111	4.015720	0.000088	19.987137	1
0	20400	20903	628	7	0	1	442	170	156	123	4.674664	0.000088	19.549461	1
0	20639	20692	799	10	0	1	454	162	167	135	5.409605	0.000088	19.499012	4
0	21557	21586	972	8	0	1	465	188	162	123	5.675150	0.000088	19.700039	2
0	21483	21622	628	7	0	1	426	165	153	115	4.674664	0.000088	19.706654	1
0	19956	20581	692	10	0	1	483	188	174	131	3.501280	0.000088	19.472750	4
0	21662	22257	805	10	0	1	471	194	166	121	3.520433	0.000088	19.843384	2
0	21166	21301	628	7	0	1	476	182	174	127	4.674664	0.000088	19.634226	1
0	21152	21404	790	10	0	1	437	177	162	108	3.919246	0.000088	19.655693	1
0	20926	21191	919	12	0	1	480	188	171	133	3.875494	0.000088	19.611450	3
0	20252	20591	789	8	0	1	421	159	158	112	5.121121	0.000088	19.475382	4
0	19872	20597	628	7	0	1	431	160	160	118	4.674664	0.000088	19.478378	2
0	20177	20605	883	13	0	1	529	215	183	144	5.272857	0.000088	19.479416	1
0	22041	22636	930	13	0	1	549	222	190	150	5.234832	0.000088	19.922375	3
0	21924	22249	846	8	0	1	449	178	165	114	5.396563	0.000088	19.840761	2
0	20458	20617	628	7	0	1	429	170	152	114	4.674664	0.000088	19.481133	3
0	21538	21636	628	7	0	1	479	182	177	127	4.674664	0.000088	19.709669	2
0	21292	21851	633	9	0	1	489	191	184	123	3.761056	0.000088	19.755802	2
0	20244	20625	855	9	0	1	445	180	158	116	5.668297	0.000088	19.482138	4
0	20869	20905	852	10	0	1	416	163	149	114	3.514890	0.000088	19.549612	3
0	20299	20629	358	8	0	1	460	184	155	129	3.365728	0.000088	19.482668	1
0	20419	20631	628	7	0	1	439	169	162	115	4.674664	0.000088	19.483540	4
1	21382	22787	628	7	0	0	453	169	165	126	4.674664	0.000088	19.961422	1
0	20793	22595	822	8	0	1	426	163	158	113	4.776417	0.000088	19.916182	2
0	19595	20639	799	10	0	1	450	160	166	134	5.409605	0.000088	19.484270	4
0	21215	21431	852	10	0	1	427	168	154	115	3.514890	0.000088	19.663620	3
0	21764	21826	915	9	0	1	452	163	172	126	5.134372	0.000088	19.752073	1
0	20468	20645	628	7	0	1	422	160	152	117	4.674664	0.000088	19.484875	1
0	19689	20815	790	10	0	1	419	174	152	103	3.919246	0.000088	19.522085	3
0	20630	20649	628	7	0	1	452	171	167	121	4.674664	0.000088	19.487074	7
0	19999	20651	692	10	0	1	464	185	161	128	3.501280	0.000088	19.487686	1
1	21741	21748	790	10	0	0	440	176	166	108	3.919246	0.000088	19.736284	1
0	19987	20657	799	10	0	1	450	160	172	128	5.409605	0.000088	19.489412	4
1	22060	22827	960	9	0	0	430	159	158	122	5.180645	0.000088	19.968119	1
0	20551	21025	872	8	0	1	461	185	170	114	5.032821	0.000088	19.574423	1
0	21771	21802	830	8	0	1	489	172	182	143	5.212936	0.000088	19.745283	4
1	21709	22751	799	10	0	0	468	163	181	134	5.409605	0.000088	19.950459	1
0	21018	21279	938	8	0	1	410	148	152	118	5.009449	0.000088	19.630091	7
0	21584	21881	789	8	0	1	429	164	155	118	5.121121	0.000088	19.760281	1
0	20600	21314	358	8	0	1	448	176	161	119	3.365728	0.000088	19.637690	2
0	19917	20677	884	8	0	1	422	172	155	103	4.687037	0.000088	19.494152	4
0	20548	20679	840	12	0	1	445	174	160	123	3.728797	0.000088	19.494232	4
0	20720	20819	381	6	0	1	384	148	153	89	2.780775	0.000088	19.522472	1
1	20472	21097	775	7	0	0	410	159	159	99	3.180935	0.000088	19.587873	1
0	20629	20691	358	8	0	1	463	185	155	131	3.365728	0.000088	19.497654	1
0	21823	22129	633	9	0	1	488	188	185	124	3.761056	0.000088	19.815771	2
0	20512	20699	789	8	0	1	415	160	148	115	5.121121	0.000088	19.500238	2
0	20238	20703	628	7	0	1	427	168	157	109	4.674664	0.000088	19.500544	2
0	22439	22481	916	8	0	1	439	165	157	125	4.701440	0.000088	19.891602	1
0	20407	20707	923	8	0	1	463	179	168	124	4.804632	0.000088	19.500910	1
0	20773	21129	916	8	0	1	425	160	154	119	4.701440	0.000088	19.597357	1
1	21863	22402	692	10	0	0	502	195	182	135	3.501280	0.000088	19.877533	1
0	20581	20715	692	10	0	1	486	188	176	132	3.501280	0.000088	19.502085	2
0	20905	21215	852	10	0	1	423	167	151	115	3.514890	0.000088	19.615631	3
0	19604	20719	628	7	0	1	442	179	156	114	4.674664	0.000088	19.502510	3
0	20829	20957	790	10	0	1	444	185	161	108	3.919246	0.000088	19.562834	4
0	20366	20900	628	7	0	1	448	178	162	115	4.674664	0.000088	19.548038	2
0	21266	21640	830	8	0	1	474	167	174	141	5.212936	0.000088	19.710268	3
0	20429	20729	849	9	0	1	417	168	146	112	3.747409	0.000088	19.507072	4
0	20631	20866	628	7	0	1	445	171	163	118	4.674664	0.000088	19.537693	4
